10th_percent,12th_percent,jee_rank,gender,experience,engineering_field,college_tier,salary
98.0,90.9,2994,Male,3,Electrical,State College,310187
87.4,79.8,38121,Male,5,Computer Science,State College,551249
96.0,99.0,98,Female,5,Computer Science,Top IIT,2843501
78.7,75.9,249589,Male,10,Electrical,State College,752411
98.0,90.2,381,Male,6,Civil,NIT,660263
81.6,72.4,3461,Female,8,Computer Science,State College,681799
96.0,97.1,966,Female,7,Computer Science,Private College,1262283
99.0,87.8,2680,Male,7,Civil,State College,395231
83.1,81.3,9251,Female,3,Computer Science,State College,1278999
100.0,91.4,67,Female,3,Computer Science,NIT,1440318
85.2,77.6,5751,Female,7,Computer Science,NIT,1171886
99.0,100.0,706,Male,4,Electrical,Mid IIT,1562307
74.9,79.0,11410,Female,4,Computer Science,State College,1217967
69.7,73.7,30181,Male,3,Mechanical,State College,621121
78.9,74.6,48569,Male,6,Computer Science,State College,701143
88.6,91.4,6049,Female,7,Mechanical,NIT,1455598
83.8,80.4,176793,Male,8,Computer Science,State College,1992278
89.1,76.3,52988,Male,2,Electronics,State College,494944
71.9,75.8,11340,Female,8,Mechanical,State College,882872
74.8,73.7,4904,Female,9,Mechanical,NIT,1034627
79.3,83.1,7555,Male,5,Computer Science,State College,811864
84.2,91.1,1943,Female,10,Computer Science,State College,838389
91.5,88.8,1,Male,6,Mechanical,NIT,1026982
80.2,76.0,99449,Female,6,Electrical,Private College,783262
84.3,85.0,1187,Male,1,Civil,State College,307522
75.8,70.3,58798,Male,5,Computer Science,State College,1256788
89.8,83.3,61752,Female,6,Computer Science,NIT,2591566
71.3,79.7,24294,Male,6,Civil,State College,635090
95.8,86.3,2187,Male,6,Computer Science,State College,1299707
83.0,78.9,11375,Female,5,Electrical,State College,531586
89.0,86.8,6702,Female,5,Civil,State College,250000
84.2,78.5,3226,Female,1,Electrical,NIT,1350824
69.6,76.9,249004,Female,3,Computer Science,State College,1123933
75.5,72.5,6644,Female,4,Electrical,State College,653444
75.5,79.8,11022,Female,5,Mechanical,State College,634104
63.5,71.9,1184,Male,4,Computer Science,Private College,1342215
82.5,79.7,68873,Male,6,Computer Science,NIT,2363817
69.9,68.0,16638,Male,2,Electronics,State College,1255896
87.1,91.9,4207,Female,5,Computer Science,State College,1619498
82.3,83.9,25577,Male,3,Computer Science,State College,1477242
78.0,79.8,14886,Male,9,Mechanical,State College,622203
81.0,88.3,8794,Female,4,Computer Science,NIT,1392368
77.1,83.7,20093,Female,8,Electrical,State College,803133
66.8,66.0,46996,Male,3,Civil,Private College,405675
70.7,75.3,249596,Male,3,Electrical,NIT,718258
79.3,82.3,1401,Female,4,Electrical,State College,717374
83.2,81.8,21729,Male,4,Mechanical,State College,671940
79.5,83.0,241122,Male,3,Electronics,State College,1113001
86.3,83.5,7615,Female,5,Electrical,State College,624053
75.5,74.1,8902,Male,5,Computer Science,State College,796324
78.0,74.2,28875,Male,4,Computer Science,State College,889676
65.2,64.3,3797,Male,5,Electrical,State College,1275532
63.4,59.1,8876,Female,5,Electronics,State College,348887
86.8,81.7,4396,Male,5,Mechanical,NIT,1543391
81.2,76.8,20044,Male,3,Computer Science,State College,250000
86.0,76.6,7033,Male,1,Computer Science,State College,250000
96.0,94.0,231,Male,4,Computer Science,Mid IIT,3000000
68.8,74.4,27108,Male,6,Computer Science,State College,1762028
74.0,75.0,11663,Male,4,Electrical,State College,324777
99.0,91.0,538,Male,10,Mechanical,NIT,2249510
83.9,88.2,3006,Male,5,Electronics,NIT,1670920
81.5,75.0,124202,Female,2,Computer Science,State College,250000
76.7,83.6,18233,Male,8,Mechanical,State College,647787
76.0,76.8,145458,Female,7,Mechanical,Private College,749394
85.4,88.3,11153,Female,6,Mechanical,State College,1731201
85.1,83.8,250025,Female,7,Electrical,Private College,250000
96.0,91.5,9378,Male,4,Mechanical,State College,716635
94.8,84.2,5251,Male,6,Computer Science,NIT,2244439
88.3,94.2,177,Female,5,Computer Science,NIT,2007680
90.8,91.6,1442,Female,1,Computer Science,Private College,838053
87.2,87.6,11984,Male,8,Civil,Private College,265555
83.1,74.4,25486,Female,4,Electrical,State College,466222
71.0,66.7,4859,Male,6,Mechanical,State College,533004
70.8,74.8,249793,Male,5,Computer Science,NIT,2581244
96.3,97.0,79,Male,9,Electrical,Mid IIT,1973923
73.1,75.0,49405,Male,9,Electrical,State College,611263
77.1,81.6,51832,Female,10,Electrical,NIT,1619862
71.8,63.5,11759,Male,1,Civil,State College,293532
99.0,96.5,152,Female,5,Computer Science,NIT,1747506
74.7,72.2,3878,Male,5,Electrical,State College,440109
94.6,93.4,556,Male,4,Civil,Private College,250000
94.1,93.7,3601,Female,9,Computer Science,State College,1896142
64.2,66.5,1589,Female,3,Civil,State College,307194
87.2,85.9,3172,Male,5,Electrical,State College,673185
84.9,82.3,116947,Male,6,Electrical,State College,468664
80.1,78.1,98380,Female,3,Computer Science,State College,399598
89.7,89.1,5782,Male,2,Electronics,State College,658616
69.6,77.1,144857,Male,3,Computer Science,NIT,1709139
70.6,70.5,67810,Female,9,Mechanical,State College,707721
87.4,78.4,46345,Female,5,Civil,State College,743837
85.2,87.8,150098,Male,5,Computer Science,State College,1357839
94.2,95.3,8142,Male,6,Electrical,NIT,1262150
79.9,80.2,25529,Male,1,Computer Science,State College,558526
94.5,83.6,35001,Male,9,Computer Science,State College,1483320
99.0,94.0,480,Female,3,Electrical,State College,545006
81.3,78.6,39772,Male,2,Computer Science,State College,1180881
94.3,91.0,3020,Male,4,Computer Science,NIT,1953754
89.5,88.6,1957,Male,3,Computer Science,Private College,464313
85.8,90.1,12098,Female,2,Computer Science,NIT,1429691
74.8,69.9,9042,Female,3,Civil,State College,420988
85.1,83.1,7488,Male,3,Electrical,State College,591628
79.9,80.5,211215,Female,10,Civil,NIT,1456213
81.7,75.6,127031,Female,10,Computer Science,Private College,523402
79.1,82.6,6982,Female,7,Computer Science,State College,959379
64.6,69.7,2945,Male,3,Mechanical,State College,694687
86.8,85.3,12898,Male,3,Electronics,NIT,1399261
88.0,84.9,5645,Male,10,Electrical,State College,1082344
82.4,77.5,90853,Male,2,Electrical,State College,682447
92.7,94.9,3484,Male,9,Computer Science,State College,2053454
83.8,90.8,2463,Female,4,Computer Science,NIT,1525172
82.6,87.0,6719,Male,4,Mechanical,State College,688168
75.3,70.1,72581,Male,1,Electronics,Private College,799458
76.1,78.6,7861,Male,1,Computer Science,State College,761035
91.3,89.8,6478,Male,2,Electrical,Private College,606354
79.0,78.1,15728,Male,5,Mechanical,Private College,635535
60.8,66.7,17745,Female,10,Electronics,State College,267534
78.4,74.5,5949,Male,2,Civil,Private College,382761
73.3,76.9,13576,Female,5,Electronics,NIT,1693430
81.6,70.3,57277,Male,6,Electronics,State College,609668
100.0,95.0,817,Female,4,Civil,State College,535092
96.6,89.9,5358,Male,6,Computer Science,Top IIT,3000000
69.5,67.8,250067,Male,4,Electronics,Private College,1265543
79.9,83.2,154159,Male,4,Electronics,State College,281303
96.6,89.1,6521,Male,8,Computer Science,State College,1350299
85.9,84.8,5034,Male,3,Mechanical,NIT,937961
79.3,72.2,133963,Male,3,Electrical,State College,409873
86.2,81.6,3447,Male,4,Electrical,State College,888227
66.0,62.0,42177,Female,10,Civil,State College,690549
86.5,76.8,101624,Male,4,Computer Science,State College,534082
84.7,82.9,17951,Male,8,Computer Science,State College,1898407
79.6,77.9,1853,Male,5,Computer Science,State College,504586
90.1,91.6,7850,Female,4,Electronics,NIT,564369
77.1,75.7,19407,Female,2,Computer Science,State College,969491
86.8,87.3,19963,Female,3,Computer Science,State College,1201015
75.5,75.0,2088,Male,6,Mechanical,NIT,1168878
74.9,75.8,250468,Female,5,Electrical,State College,468920
77.2,74.3,7961,Male,10,Electronics,State College,1040945
84.2,94.1,3385,Male,5,Computer Science,NIT,1957972
77.5,81.6,11098,Male,2,Electrical,NIT,943814
83.9,81.4,57012,Male,2,Mechanical,State College,807531
80.6,81.4,29821,Male,7,Electrical,State College,1748468
70.1,68.9,58641,Male,7,Electrical,State College,946054
72.3,63.5,22498,Male,3,Mechanical,Private College,414523
87.2,80.2,28316,Male,1,Mechanical,State College,516100
72.6,72.5,35953,Male,3,Mechanical,NIT,1069617
88.4,93.5,15189,Male,7,Computer Science,State College,497616
71.1,81.9,3658,Male,6,Computer Science,State College,833297
86.5,88.2,23767,Male,1,Mechanical,State College,547580
84.2,86.3,7645,Male,6,Mechanical,State College,412578
81.7,75.8,32573,Male,7,Mechanical,State College,554589
76.6,78.5,43607,Female,10,Mechanical,State College,1390841
61.3,59.0,28830,Female,3,Mechanical,Private College,357476
64.4,65.5,47884,Male,4,Computer Science,NIT,1528386
84.0,80.6,67028,Female,2,Computer Science,Private College,310576
81.3,75.8,12933,Male,3,Mechanical,Private College,320972
88.1,85.8,5483,Female,2,Electronics,State College,1291701
75.0,70.2,67866,Male,1,Electronics,State College,419913
69.6,76.0,6344,Female,3,Electronics,State College,860903
86.2,85.3,1,Female,10,Electrical,NIT,1095523
91.5,89.7,7636,Female,6,Computer Science,State College,928148
88.8,87.9,935,Male,3,Mechanical,Mid IIT,1841100
80.8,88.3,227,Male,5,Computer Science,State College,498464
60.0,61.0,19532,Male,2,Electrical,NIT,507712
65.3,74.6,33788,Male,4,Civil,State College,824588
72.1,68.7,15439,Male,10,Computer Science,State College,1132861
66.9,63.099999999999994,57943,Female,5,Computer Science,Private College,250000
84.7,80.6,3979,Male,6,Electrical,State College,918181
85.3,92.1,4596,Male,3,Computer Science,State College,250000
81.3,82.1,4848,Male,1,Mechanical,NIT,1067010
78.5,75.1,49838,Male,7,Electrical,State College,377123
96.0,98.3,963,Male,6,Computer Science,Mid IIT,3000000
64.3,72.2,66731,Male,10,Mechanical,State College,1149859
82.1,77.8,11918,Female,6,Electrical,State College,250000
74.5,79.2,4855,Male,7,Electrical,State College,1438766
93.2,87.7,8126,Male,3,Computer Science,State College,1050929
90.6,85.5,10787,Male,6,Computer Science,State College,853438
77.1,74.7,48752,Female,4,Civil,NIT,1265910
98.1,92.6,2905,Male,3,Mechanical,State College,771895
92.1,88.0,1035,Female,6,Electronics,NIT,1475334
78.0,83.7,4372,Female,7,Computer Science,State College,2163446
83.7,83.6,134803,Male,4,Computer Science,State College,1368935
88.2,84.0,26068,Male,5,Civil,State College,409379
78.0,82.2,137307,Female,6,Civil,State College,250000
74.6,74.2,16024,Male,5,Electronics,Private College,1041036
79.0,74.1,15704,Male,10,Computer Science,State College,875638
88.2,90.3,3603,Male,4,Electronics,NIT,824209
83.8,76.5,37802,Male,3,Electrical,State College,543461
88.8,87.9,1625,Male,10,Electrical,NIT,1341323
86.9,91.9,2550,Female,4,Computer Science,State College,250000
84.0,80.1,8776,Female,6,Mechanical,State College,858459
74.1,73.9,2119,Female,8,Computer Science,State College,2184659
78.4,75.6,68869,Male,2,Electronics,Private College,880477
82.9,76.1,15327,Male,2,Electronics,Private College,949465
84.1,80.0,7387,Male,7,Electrical,State College,408972
79.4,71.7,1369,Female,10,Mechanical,NIT,1295228
61.0,61.0,9116,Male,3,Mechanical,Private College,402196
85.6,81.1,154889,Male,6,Mechanical,State College,1004523
88.5,83.8,5620,Male,4,Electronics,State College,256760
72.1,75.7,25096,Female,4,Electronics,State College,424468
75.5,66.6,250247,Male,4,Mechanical,State College,327967
61.9,67.5,250166,Male,5,Computer Science,State College,1100713
99.0,96.0,1,Male,8,Mechanical,State College,1373708
82.9,79.8,6961,Male,10,Computer Science,NIT,3000000
95.0,93.0,163,Male,1,Electrical,State College,290011
77.0,71.5,23101,Male,5,Civil,State College,288503
61.5,73.5,112759,Male,4,Mechanical,Private College,487535
80.4,79.8,27624,Female,3,Computer Science,NIT,1551951
77.2,80.8,96486,Male,10,Electronics,State College,663314
71.0,70.1,1127,Male,6,Computer Science,State College,1212344
99.0,97.3,707,Female,2,Electronics,Top IIT,2621663
81.1,80.5,18071,Female,3,Mechanical,State College,840343
85.3,81.8,7759,Male,10,Electrical,State College,1247836
73.5,77.6,36847,Male,4,Computer Science,NIT,1764151
65.7,76.5,56333,Female,5,Electrical,State College,968198
75.4,79.6,158458,Male,6,Computer Science,State College,1080639
97.0,93.2,1,Male,1,Mechanical,NIT,697154
76.5,78.0,66634,Female,5,Computer Science,State College,1138535
89.5,88.5,1886,Female,4,Civil,State College,1040066
73.3,79.9,86900,Male,9,Computer Science,Private College,391179
74.8,73.5,117312,Male,10,Mechanical,NIT,1554738
72.0,71.5,110707,Male,5,Mechanical,State College,681042
96.5,86.9,9475,Male,4,Mechanical,State College,250000
70.3,71.6,3602,Male,3,Electrical,Private College,297281
70.1,77.0,102456,Female,5,Civil,State College,300420
77.6,75.6,21426,Male,4,Computer Science,State College,250000
71.2,68.6,96267,Male,4,Computer Science,State College,1051794
74.4,76.6,124,Male,2,Mechanical,NIT,858926
100.0,92.5,1462,Male,3,Civil,State College,635828
70.9,69.7,22422,Male,1,Computer Science,State College,250000
68.1,76.9,98809,Female,1,Civil,State College,305881
86.7,79.5,613,Male,7,Computer Science,State College,1626561
83.0,84.8,23099,Female,3,Mechanical,Private College,250000
81.0,73.1,31945,Female,5,Computer Science,NIT,1421725
80.0,77.6,36714,Male,4,Electrical,Private College,924047
75.1,73.9,7076,Male,6,Computer Science,State College,1474899
98.0,89.0,2249,Male,5,Civil,Mid IIT,1807161
78.1,80.6,49779,Female,3,Computer Science,State College,625446
93.5,89.5,787,Male,6,Electronics,State College,812591
84.8,82.9,1993,Male,9,Electronics,State College,1032919
78.8,76.0,31077,Male,4,Civil,NIT,567160
91.5,84.4,5207,Female,3,Electronics,State College,542275
84.4,78.3,18718,Female,6,Computer Science,State College,799355
73.8,75.0,10541,Female,4,Mechanical,State College,1008114
68.3,72.3,9699,Female,6,Mechanical,State College,750965
87.8,86.0,5004,Female,10,Computer Science,State College,1449971
85.9,80.5,68189,Female,5,Electrical,State College,309459
64.2,64.5,86080,Male,4,Electrical,State College,541745
86.6,90.9,173,Female,8,Computer Science,NIT,2139863
66.2,61.5,66513,Male,4,Computer Science,State College,2232442
74.9,85.2,65341,Male,2,Computer Science,State College,597477
71.8,82.4,48623,Male,3,Mechanical,NIT,897771
71.4,75.6,6739,Male,1,Computer Science,State College,873197
81.9,74.5,30528,Male,6,Computer Science,NIT,2553288
89.8,93.6,8594,Male,4,Mechanical,State College,590524
72.1,73.8,46019,Female,5,Electronics,NIT,1287292
86.3,86.5,1,Male,7,Computer Science,Private College,1125191
91.0,85.2,3326,Male,2,Computer Science,State College,1839008
76.0,77.1,391,Male,5,Mechanical,State College,623826
85.2,86.7,2069,Male,1,Computer Science,NIT,1231920
82.5,81.4,3659,Male,6,Electrical,NIT,347722
74.8,79.9,1073,Male,9,Computer Science,State College,1814484
73.6,70.2,19078,Female,5,Computer Science,State College,250000
86.7,79.8,205021,Female,8,Computer Science,State College,1374644
75.9,70.1,250137,Female,1,Civil,State College,490997
100.0,94.0,1055,Male,10,Computer Science,Private College,744658
80.2,81.0,1636,Male,5,Computer Science,Private College,1288273
74.2,65.2,78027,Female,3,Computer Science,Private College,294830
90.7,94.1,445,Male,4,Mechanical,NIT,874850
75.8,76.7,26687,Male,2,Civil,State College,691397
85.8,80.4,7901,Male,5,Mechanical,State College,1213711
74.1,74.5,249769,Male,2,Electrical,State College,585697
80.6,76.9,127557,Female,4,Mechanical,State College,822564
80.9,85.8,88661,Male,3,Computer Science,State College,878418
85.0,89.7,1430,Female,5,Civil,State College,573038
81.5,79.9,46313,Male,3,Electrical,State College,550809
85.6,82.5,249947,Female,6,Electrical,NIT,1179398
82.7,83.0,6673,Male,2,Electronics,State College,1284652
76.3,73.4,5221,Male,4,Mechanical,State College,521528
70.0,63.099999999999994,30524,Female,8,Mechanical,Private College,732018
84.0,80.3,249740,Male,4,Civil,Private College,967173
79.3,75.3,42399,Male,3,Computer Science,State College,506931
93.3,94.9,1633,Female,5,Computer Science,State College,467513
86.5,82.6,9899,Male,4,Electronics,State College,1044078
80.3,71.1,45930,Male,2,Electrical,State College,803540
76.3,75.2,6806,Male,4,Computer Science,Private College,1222507
93.9,83.4,88811,Male,2,Mechanical,NIT,694290
88.4,87.4,1245,Male,4,Mechanical,State College,668532
89.6,82.6,68183,Female,4,Mechanical,State College,681291
65.2,68.8,22010,Male,2,Computer Science,State College,892129
82.5,77.6,168676,Male,5,Electronics,NIT,1512088
78.7,72.9,124612,Female,2,Computer Science,NIT,1370347
99.1,93.2,6078,Male,3,Computer Science,NIT,2264278
75.3,77.5,16254,Male,10,Mechanical,State College,694259
100.0,99.0,710,Male,6,Computer Science,NIT,1940602
78.6,79.4,14248,Male,3,Civil,State College,250000
87.0,92.9,1127,Female,7,Computer Science,State College,1508509
97.5,93.3,679,Male,6,Computer Science,Private College,500058
94.8,86.1,9215,Male,2,Electronics,NIT,1014856
94.1,100.0,674,Male,10,Computer Science,Mid IIT,2013734
76.9,79.4,45092,Male,4,Computer Science,State College,680081
84.6,79.4,5625,Male,4,Mechanical,State College,352844
78.5,78.9,15667,Female,10,Computer Science,State College,1735836
93.1,91.4,5721,Female,9,Computer Science,State College,941409
76.9,82.9,54879,Female,1,Computer Science,NIT,1885224
94.4,89.5,3552,Male,1,Computer Science,NIT,2211336
82.5,81.9,6108,Male,6,Electrical,State College,573947
68.2,71.2,54838,Male,4,Mechanical,State College,393224
69.8,71.9,19439,Female,4,Electrical,State College,711399
72.6,75.6,1483,Female,8,Computer Science,State College,276453
74.7,83.1,52153,Male,10,Computer Science,State College,1466877
91.4,83.9,9839,Male,5,Computer Science,NIT,2361166
75.1,83.0,18804,Male,10,Mechanical,State College,1054699
65.5,62.099999999999994,8790,Male,4,Computer Science,State College,1301308
86.4,81.8,17606,Female,6,Electrical,State College,342912
88.7,93.6,4855,Male,3,Mechanical,Private College,1032275
93.7,94.4,9268,Male,3,Mechanical,NIT,1265204
89.2,82.3,3878,Male,3,Computer Science,Mid IIT,2897760
81.6,89.5,1708,Female,3,Electronics,Mid IIT,1871065
